word	word_count	mean_sent_length	final_count	solo_count
envoient	2.0	6.5	0.0	0.0
assister	1.0	10.0	0.0	0.0
j'enregistre	2.0	10.0	1.0	0.0
gentilles	9.0	7.888888888888889	5.0	0.0
tat	1.0	8.0	1.0	0.0
cache	205.0	5.770731707317073	87.0	3.0
poney	35.0	7.942857142857143	23.0	1.0
flip_le_clown	4.0	6.25	1.0	0.0
domicile	1.0	10.0	1.0	0.0
secrétariat	2.0	12.0	0.0	0.0
tailler	24.0	8.458333333333334	12.0	0.0
marco	9.0	3.6666666666666665	4.0	2.0
l'oreiller	2.0	7.0	1.0	0.0
dépêche	43.0	4.093023255813954	18.0	13.0
seize	11.0	10.363636363636363	4.0	2.0
ressers	1.0	4.0	0.0	0.0
employés	1.0	10.0	0.0	0.0
plis	3.0	6.333333333333333	1.0	0.0
d'voitures	1.0	15.0	0.0	0.0
nettoyés	1.0	7.0	1.0	0.0
naval	1.0	8.0	1.0	0.0
formule	1.0	18.0	0.0	0.0
parce	1246.0	11.926966292134832	1.0	0.0
fil	45.0	7.111111111111111	23.0	0.0
préfères	50.0	6.04	13.0	0.0
t'inquiète	9.0	5.0	0.0	0.0
rééligible	1.0	6.0	1.0	0.0
m'ennuies	1.0	5.0	1.0	0.0
passent	11.0	13.454545454545455	1.0	0.0
empile	1.0	18.0	0.0	0.0
soudain	4.0	8.25	1.0	0.0
côtés	14.0	11.071428571428571	10.0	0.0
tapette	3.0	13.666666666666666	3.0	0.0
gourmand	12.0	4.166666666666667	8.0	1.0
mc_do	3.0	8.666666666666666	1.0	0.0
rev	3.0	21.0	0.0	0.0
productif	1.0	12.0	1.0	0.0
bottes	25.0	6.36	13.0	0.0
certaine	11.0	11.909090909090908	2.0	0.0
perruche	5.0	4.2	4.0	0.0
hôtel	6.0	14.5	5.0	0.0
scarabée	3.0	9.0	3.0	0.0
cuisinier	9.0	8.444444444444445	5.0	0.0
employé	3.0	10.0	1.0	0.0
commençait	1.0	26.0	1.0	0.0
saïd	1.0	4.0	1.0	0.0
carnaval	77.0	8.363636363636363	44.0	0.0
partent	5.0	11.6	0.0	0.0
j'attendrai	1.0	7.0	0.0	0.0
l'huile	1.0	4.0	1.0	0.0
déménagement	2.0	6.5	2.0	0.0
l'ampoule	3.0	5.333333333333333	1.0	1.0
respirer	4.0	10.5	2.0	0.0
pétale	1.0	5.0	0.0	0.0
enregistré	5.0	11.2	1.0	0.0
fiers	1.0	11.0	0.0	0.0
touches	34.0	8.0	3.0	0.0
j'explique	1.0	4.0	1.0	0.0
rendue	3.0	7.666666666666667	1.0	0.0
fl	1.0	19.0	0.0	0.0
tonin	2.0	3.5	1.0	0.0
sympas	1.0	3.0	1.0	0.0
rejouer	1.0	7.0	1.0	0.0
demeussieu	2.0	5.0	1.0	0.0
surtout	51.0	9.058823529411764	9.0	1.0
cul	60.0	5.966666666666667	40.0	3.0
tic	14.0	5.928571428571429	2.0	0.0
glisser	29.0	7.068965517241379	13.0	0.0
chatouillais	2.0	6.0	0.0	0.0
écrous	2.0	15.5	1.0	0.0
ira	59.0	8.474576271186441	6.0	0.0
africains	1.0	14.0	0.0	0.0
d'avion	2.0	7.5	1.0	0.0
enlever	142.0	7.704225352112676	25.0	1.0
coteau	1.0	18.0	0.0	0.0
sourires	3.0	6.333333333333333	2.0	0.0
grâce	1.0	6.0	0.0	0.0
conté	1.0	15.0	0.0	0.0
dors	40.0	5.45	22.0	0.0
symbolique	1.0	2.0	1.0	0.0
dessins	79.0	9.037974683544304	36.0	0.0
es	1222.0	7.301963993453355	9.0	0.0
obéissants	3.0	11.333333333333334	0.0	0.0
flash	8.0	8.75	2.0	0.0
baisses	3.0	3.6666666666666665	0.0	0.0
regarderas	9.0	7.222222222222222	0.0	0.0
mines	1.0	6.0	0.0	0.0
t'énerver	2.0	6.0	1.0	0.0
cherche	125.0	5.648	35.0	15.0
d'vélos	1.0	17.0	0.0	0.0
brun	42.0	7.285714285714286	18.0	0.0
montagne	44.0	8.363636363636363	25.0	0.0
freins	2.0	3.5	2.0	0.0
dessiné	39.0	7.717948717948718	16.0	0.0
m'asseois	1.0	4.0	0.0	0.0
abaisses	1.0	10.0	0.0	0.0
tatête	1.0	5.0	0.0	0.0
lego	18.0	11.166666666666666	12.0	1.0
commandes	1.0	7.0	1.0	0.0
grille	3.0	14.0	0.0	0.0
rinçant	2.0	4.5	2.0	0.0
pis	61.0	7.360655737704918	29.0	0.0
contrôle	3.0	12.666666666666666	1.0	0.0
cèpe	2.0	10.0	2.0	0.0
rentrer	147.0	8.639455782312925	39.0	0.0
vicieux	1.0	4.0	0.0	0.0
quilles	5.0	8.4	2.0	0.0
campagne	14.0	6.642857142857143	11.0	0.0
minouche	10.0	5.2	10.0	2.0
l'enfant	10.0	8.4	3.0	0.0
s'arrêtent	3.0	5.666666666666667	2.0	0.0
fonctionnerait	1.0	18.0	1.0	0.0
fifille	2.0	7.0	2.0	0.0
fascinait	1.0	10.0	0.0	0.0
gel	2.0	6.5	0.0	0.0
biscottes	3.0	7.0	2.0	0.0
t'es	250.0	5.928	1.0	0.0
péché	1.0	4.0	0.0	0.0
pato	13.0	4.384615384615385	6.0	1.0
abricot	4.0	4.5	2.0	0.0
angoisse	1.0	40.0	0.0	0.0
ordinateur	5.0	5.4	1.0	0.0
asseyez	31.0	6.129032258064516	5.0	0.0
proportionnelle	3.0	13.666666666666666	0.0	0.0
hamster	68.0	4.970588235294118	43.0	5.0
ombrelle	3.0	5.666666666666667	2.0	0.0
poivrons	1.0	3.0	0.0	0.0
viendront	7.0	10.857142857142858	0.0	0.0
biscotte	21.0	7.0	9.0	1.0
d'éponge	3.0	7.333333333333333	1.0	0.0
peine	44.0	10.386363636363637	13.0	0.0
record	1.0	1.0	1.0	1.0
devrais	21.0	9.761904761904763	0.0	0.0
ciao	2.0	1.5	2.0	1.0
tailleurs	1.0	11.0	0.0	0.0
réapparu	14.0	7.0	2.0	0.0
spirographe	4.0	2.75	4.0	1.0
alignés	2.0	9.0	0.0	0.0
l'endroit	46.0	8.673913043478262	25.0	0.0
remontée	4.0	7.0	3.0	0.0
syndicale	1.0	7.0	1.0	0.0
rejoindre	6.0	9.333333333333334	1.0	0.0
pantin	1.0	16.0	0.0	0.0
patins	12.0	6.916666666666667	4.0	0.0
totale	1.0	10.0	0.0	0.0
l'idée	3.0	11.333333333333334	2.0	0.0
culturel	1.0	17.0	0.0	0.0
grands	132.0	7.856060606060606	47.0	3.0
fortiche	1.0	6.0	0.0	0.0
crevé	3.0	15.0	1.0	0.0
applaudit	4.0	3.25	3.0	0.0
raisonnable	5.0	5.8	3.0	0.0
brigitte_bardot	1.0	8.0	0.0	0.0
sabouillie	7.0	2.4285714285714284	5.0	2.0
cata	1.0	7.0	1.0	0.0
arrose	11.0	6.454545454545454	1.0	0.0
l'agitation	1.0	7.0	1.0	0.0
allons	30.0	7.666666666666667	4.0	4.0
tendue	1.0	8.0	0.0	0.0
rattache	2.0	9.5	0.0	0.0
ligne	2.0	5.5	1.0	0.0
marrante	1.0	7.0	0.0	0.0
avancent	1.0	3.0	0.0	0.0
fromage	75.0	6.373333333333333	38.0	0.0
filmé	8.0	4.75	4.0	0.0
irré	1.0	6.0	0.0	0.0
étalage	1.0	4.0	1.0	0.0
brie	2.0	5.0	1.0	0.0
d'ailleurs	48.0	11.208333333333334	19.0	0.0
caresses	4.0	5.25	1.0	0.0
portemanteau	1.0	8.0	0.0	0.0
estalie	3.0	4.666666666666667	2.0	0.0
arbres	100.0	7.67	64.0	0.0
redonnes	6.0	5.5	4.0	0.0
couchage	2.0	7.0	1.0	0.0
blancs	18.0	7.222222222222222	11.0	1.0
recolle	3.0	6.666666666666667	3.0	0.0
amorcer	2.0	7.0	0.0	0.0
bâtonnets	1.0	4.0	0.0	0.0
loupe	1.0	6.0	1.0	0.0
causer	5.0	6.2	0.0	0.0
voisins	2.0	6.5	1.0	0.0
par	876.0	8.676940639269406	26.0	1.0
stylée	1.0	7.0	0.0	0.0
aimants	5.0	9.4	4.0	0.0
torse	1.0	8.0	0.0	0.0
bâillent	1.0	9.0	1.0	0.0
l'accident	1.0	8.0	1.0	0.0
bong	1.0	7.0	1.0	0.0
passagers	17.0	6.9411764705882355	7.0	0.0
m'obliger	1.0	14.0	0.0	0.0
abrités	1.0	1.0	1.0	1.0
lève	48.0	7.125	10.0	0.0
conduire	27.0	5.777777777777778	12.0	0.0
muet	3.0	4.666666666666667	1.0	0.0
tir	1.0	21.0	1.0	0.0
moulu	1.0	10.0	1.0	0.0
combien	606.0	3.9257425742574257	57.0	17.0
hangar	2.0	11.0	1.0	0.0
énuméré	1.0	9.0	0.0	0.0
deviner	10.0	7.7	4.0	0.0
adores	4.0	5.0	0.0	0.0
goûtait	2.0	9.0	0.0	0.0
courageux	7.0	7.0	4.0	0.0
index	2.0	7.0	1.0	0.0
pressé	6.0	12.833333333333334	1.0	0.0
autorisé	1.0	26.0	0.0	0.0
d'arriver	3.0	5.666666666666667	2.0	0.0
camionnette	3.0	9.333333333333334	2.0	0.0
flottais	1.0	5.0	0.0	0.0
pourqu'ils	1.0	8.0	0.0	0.0
orteil	1.0	26.0	1.0	0.0
mesurer	8.0	7.25	0.0	0.0
d'énormes	2.0	7.5	0.0	0.0
léo	15.0	3.533333333333333	12.0	2.0
cru	16.0	8.375	2.0	0.0
ramassée	1.0	5.0	1.0	0.0
prom	8.0	11.75	1.0	0.0
montrée	2.0	15.5	0.0	0.0
légos	22.0	6.590909090909091	15.0	0.0
cheval	262.0	7.824427480916031	168.0	1.0
l'extérieur	2.0	7.5	2.0	0.0
oubliée	3.0	7.333333333333333	1.0	0.0
écrites	2.0	25.0	1.0	0.0
visée	1.0	7.0	1.0	0.0
demie	18.0	14.88888888888889	9.0	0.0
d'enregistrer	1.0	3.0	1.0	0.0
d'nous	1.0	10.0	0.0	0.0
ih	2.0	1.0	2.0	2.0
repart	13.0	4.923076923076923	8.0	0.0
achète	23.0	10.043478260869565	2.0	0.0
messieurs	136.0	12.735294117647058	15.0	0.0
l'hexagone	1.0	15.0	1.0	0.0
meurt	1.0	6.0	0.0	0.0
jongleur	2.0	2.5	1.0	0.0
guilis	8.0	8.625	3.0	0.0
reposer	13.0	6.769230769230769	10.0	0.0
robert	4.0	5.75	2.0	1.0
nain	16.0	8.4375	4.0	0.0
retourné	4.0	11.25	0.0	0.0
préparer	56.0	7.678571428571429	13.0	0.0
t_g_v	4.0	6.25	2.0	0.0
piqué	7.0	5.714285714285714	2.0	0.0
vêtement	5.0	8.4	4.0	0.0
marre	21.0	7.619047619047619	13.0	0.0
tcoutchoutchou	1.0	1.0	1.0	1.0
pascal	10.0	5.9	8.0	1.0
efficace	5.0	10.6	3.0	0.0
su	5.0	7.4	0.0	0.0
l'habillez	1.0	6.0	0.0	0.0
d'autre	207.0	6.608695652173913	105.0	1.0
carnassiers	2.0	6.0	2.0	0.0
nourrit	2.0	9.5	0.0	0.0
tombée	53.0	5.830188679245283	24.0	0.0
nice_etoile	1.0	19.0	1.0	0.0
garçon	345.0	8.179710144927537	190.0	5.0
véranda	1.0	8.0	1.0	0.0
tasse	14.0	7.142857142857143	7.0	0.0
s'enfonce	8.0	10.0	1.0	0.0
boogie	5.0	6.0	3.0	2.0
six	157.0	8.815286624203821	52.0	10.0
roi	20.0	8.55	8.0	0.0
l'autre	687.0	7.084425036390102	146.0	21.0
devraient	1.0	13.0	0.0	0.0
jures	1.0	4.0	1.0	0.0
détruire	3.0	17.666666666666668	1.0	0.0
descendu	11.0	10.272727272727273	2.0	0.0
lamas	2.0	7.0	1.0	0.0
simbad	1.0	9.0	1.0	0.0
réfugier	2.0	14.0	0.0	0.0
numéros	11.0	6.7272727272727275	7.0	0.0
remords	2.0	7.5	1.0	0.0
mistouf	3.0	2.3333333333333335	3.0	1.0
fâchés	1.0	6.0	1.0	0.0
naturiste	1.0	26.0	0.0	0.0
sandwichs	1.0	5.0	1.0	0.0
s'assied	4.0	5.5	0.0	0.0
taire	6.0	10.666666666666666	3.0	0.0
faute	12.0	8.75	5.0	0.0
chanson	105.0	7.40952380952381	64.0	1.0
polochon	1.0	3.0	1.0	0.0
serait	87.0	10.71264367816092	0.0	0.0
emmènerait	1.0	8.0	0.0	0.0
oliver	11.0	3.272727272727273	9.0	5.0
épi	1.0	6.0	0.0	0.0
peins	2.0	16.5	0.0	0.0
rinces	9.0	5.333333333333333	4.0	0.0
enouants	1.0	4.0	1.0	0.0
lavées	1.0	7.0	0.0	0.0
frisés	1.0	4.0	1.0	0.0
morse	3.0	2.6666666666666665	3.0	0.0
quarts	1.0	3.0	0.0	0.0
pue	26.0	5.1923076923076925	18.0	0.0
commerciale	1.0	1.0	1.0	1.0
rassurée	1.0	7.0	1.0	0.0
nages	6.0	4.666666666666667	3.0	0.0
coups	16.0	9.1875	3.0	0.0
objet	3.0	17.333333333333332	1.0	0.0
souffles	23.0	5.913043478260869	8.0	0.0
d'amidon	1.0	8.0	0.0	0.0
devient	26.0	9.153846153846153	0.0	0.0
clinique	1.0	8.0	1.0	0.0
spirou	2.0	6.5	2.0	0.0
oserais	1.0	17.0	0.0	0.0
moindre	1.0	17.0	0.0	0.0
pars	25.0	6.04	3.0	0.0
pattes	140.0	8.142857142857142	69.0	0.0
chalet	3.0	7.666666666666667	1.0	0.0
mimi	60.0	6.083333333333333	26.0	0.0
ouhouhou	2.0	1.0	2.0	2.0
oh	4462.0	4.886373823397579	847.0	614.0
maigri	2.0	4.0	1.0	0.0
embarrassée	1.0	3.0	1.0	0.0
jetteras	1.0	9.0	0.0	0.0
cheminées	5.0	8.6	2.0	0.0
interdit	9.0	11.333333333333334	1.0	0.0
nounourserie	1.0	2.0	1.0	0.0
cerbères	2.0	3.5	2.0	0.0
jardiner	1.0	8.0	0.0	0.0
t'appuie	1.0	11.0	0.0	0.0
pécheux	5.0	6.8	3.0	0.0
pourrais	61.0	10.868852459016393	1.0	0.0
plantées	2.0	8.0	0.0	0.0
mégot	2.0	7.0	2.0	0.0
revendre	1.0	8.0	0.0	0.0
entamé	1.0	7.0	0.0	0.0
l'entends	9.0	15.555555555555555	3.0	0.0
ten	4.0	5.0	1.0	0.0
arthur	12.0	5.083333333333333	10.0	3.0
t'auras	20.0	11.1	0.0	0.0
centaine	6.0	7.333333333333333	1.0	0.0
fenfan	1.0	4.0	0.0	0.0
s'échappe	1.0	10.0	0.0	0.0
essaiera	1.0	19.0	0.0	0.0
reposée	2.0	8.0	0.0	0.0
froids	1.0	7.0	0.0	0.0
chaleur	3.0	8.333333333333334	1.0	0.0
collaient	1.0	14.0	0.0	0.0
evoen	1.0	5.0	0.0	0.0
peignes	2.0	10.5	1.0	0.0
uniforme	1.0	6.0	1.0	0.0
machines	10.0	6.1	4.0	0.0
jou	3.0	6.0	1.0	0.0
pochette	12.0	10.166666666666666	6.0	0.0
t'embêtes	1.0	4.0	0.0	0.0
scintille	1.0	2.0	1.0	0.0
agagaga	1.0	1.0	1.0	1.0
boire	163.0	7.411042944785276	60.0	2.0
boulettes	1.0	4.0	0.0	0.0
recrachent	2.0	13.0	0.0	0.0
pleuvra	1.0	5.0	0.0	0.0
eléonore	5.0	8.0	1.0	0.0
chiffonnés	2.0	10.5	1.0	0.0
j'peux	2.0	8.5	0.0	0.0
vérifie	6.0	14.0	1.0	0.0
frottée	1.0	8.0	0.0	0.0
racheté	1.0	8.0	0.0	0.0
obéissante	1.0	16.0	0.0	0.0
hams	4.0	5.75	4.0	0.0
gargotosso	2.0	3.0	2.0	0.0
bique	1.0	3.0	1.0	0.0
privée	3.0	15.0	1.0	0.0
soigne	11.0	6.545454545454546	1.0	0.0
réorganisés	1.0	18.0	1.0	0.0
écrive	25.0	22.2	2.0	0.0
l'installer	3.0	9.666666666666666	0.0	0.0
gomme	21.0	6.714285714285714	14.0	0.0
m'a	254.0	15.661417322834646	1.0	0.0
l'espère	1.0	6.0	0.0	0.0
cerceaux	2.0	3.5	2.0	0.0
m	219.0	8.073059360730594	12.0	0.0
céleri	10.0	7.1	6.0	0.0
réveillé	19.0	16.210526315789473	2.0	0.0
attention	395.0	5.217721518987342	149.0	77.0
bienheureux	1.0	6.0	0.0	0.0
valises	8.0	10.25	5.0	0.0
trompette	11.0	13.181818181818182	4.0	0.0
repasser	7.0	10.428571428571429	4.0	0.0
katari	1.0	3.0	0.0	0.0
d'une	44.0	14.045454545454545	0.0	0.0
troués	2.0	6.5	1.0	0.0
l'astronomie	1.0	11.0	0.0	0.0
passe	2521.0	6.945656485521618	521.0	0.0
pose	132.0	6.8106060606060606	10.0	3.0
fragile	18.0	7.944444444444445	11.0	0.0
allant	3.0	9.0	0.0	0.0
pompons	2.0	6.5	1.0	0.0
liaison	1.0	7.0	0.0	0.0
bâti	1.0	9.0	0.0	0.0
galope	8.0	2.0	7.0	2.0
féliciteras	1.0	3.0	1.0	0.0
vis	18.0	7.833333333333333	8.0	0.0
sixième	1.0	3.0	0.0	0.0
dessinez	1.0	6.0	0.0	0.0
trombone	5.0	6.4	4.0	0.0
rent	4.0	7.25	0.0	0.0
fenêtres	36.0	9.333333333333334	22.0	0.0
cochonette	5.0	4.2	3.0	1.0
brosse	31.0	6.838709677419355	10.0	0.0
assiette	70.0	8.128571428571428	39.0	0.0
mémoire	2.0	9.0	1.0	0.0
fesse	7.0	7.0	3.0	0.0
l'épiphanie	1.0	7.0	1.0	0.0
d'anniversaires	1.0	15.0	0.0	0.0
étais	191.0	8.460732984293193	6.0	0.0
flaques	4.0	5.25	3.0	1.0
bâtit	1.0	15.0	0.0	0.0
maîtres	4.0	16.5	2.0	0.0
nourriture	11.0	8.545454545454545	5.0	0.0
gaétan	1.0	5.0	0.0	0.0
salière	1.0	10.0	0.0	0.0
équilibré	1.0	14.0	0.0	0.0
veu	2.0	10.0	0.0	0.0
poisons	6.0	9.166666666666666	2.0	0.0
donnait	4.0	8.5	0.0	0.0
maigre	1.0	6.0	1.0	0.0
ravagé	1.0	10.0	0.0	0.0
soigner	15.0	10.066666666666666	8.0	0.0
t'embête	2.0	7.0	1.0	0.0
pelées	1.0	7.0	1.0	0.0
nicolas	15.0	5.866666666666666	9.0	3.0
s'écrit	1.0	4.0	1.0	0.0
comédies	1.0	12.0	1.0	0.0
