word	word_count	mean_sent_length	final_count	solo_count
heckenschere	2.0	15.0	0.0	0.0
wunderbare	18.0	6.777777777777778	0.0	0.0
verkantet	2.0	5.5	0.0	0.0
tschilpt	1.0	4.0	0.0	0.0
awrum	1.0	2.0	1.0	0.0
borschtsch	2.0	12.5	0.0	0.0
harry_potter_fan	1.0	5.0	1.0	0.0
dieseltriebwagen_lok	1.0	3.0	0.0	0.0
zerbeult	1.0	8.0	1.0	0.0
landebahnen	1.0	5.0	1.0	0.0
baden	441.0	5.834467120181406	253.0	25.0
laternenzug	3.0	9.0	2.0	0.0
ältesten	1.0	6.0	0.0	0.0
strassse	1.0	8.0	0.0	0.0
barfuß	22.0	8.272727272727273	6.0	0.0
spieleregal	1.0	2.0	1.0	0.0
hundertwasser	1.0	9.0	1.0	0.0
neueren	2.0	10.0	0.0	0.0
schöpfers	1.0	10.0	0.0	0.0
bingel	1.0	7.0	1.0	0.0
holzblume	1.0	4.0	1.0	0.0
fischerboote	1.0	12.0	0.0	0.0
kohlmann	1.0	6.0	0.0	0.0
komisches	74.0	7.77027027027027	9.0	0.0
folgerung	1.0	4.0	0.0	0.0
fahrradsitzen	1.0	9.0	0.0	0.0
jener	5.0	5.2	1.0	0.0
granitfelsen	1.0	12.0	0.0	0.0
beleuchtet	2.0	5.0	0.0	0.0
abpopelst	1.0	14.0	1.0	0.0
gewinnt	28.0	9.785714285714286	14.0	0.0
gefällts	1.0	7.0	0.0	0.0
vevi	1.0	10.0	1.0	0.0
sichtbaren	1.0	9.0	0.0	0.0
elkes	5.0	5.0	0.0	0.0
machei	1.0	1.0	1.0	1.0
kuchenstand	1.0	6.0	0.0	0.0
spielmama	1.0	4.0	1.0	0.0
hälft	1.0	5.0	0.0	0.0
feuerauto	3.0	8.333333333333334	1.0	0.0
zusammengepackt	1.0	10.0	0.0	0.0
dauerhaft	4.0	3.75	1.0	0.0
ungesundes	2.0	9.0	0.0	0.0
dazugesetzt	2.0	8.5	2.0	0.0
matz	3.0	4.333333333333333	2.0	0.0
blonder	4.0	6.5	1.0	0.0
entschuldigt	5.0	4.8	3.0	1.0
mündchen	3.0	7.666666666666667	1.0	0.0
reitets	1.0	8.0	0.0	0.0
zeig	2217.0	5.668470906630582	44.0	39.0
hessischer	1.0	6.0	0.0	0.0
v_w_käfers	2.0	4.0	1.0	1.0
gemüsefüllung	4.0	6.75	3.0	0.0
vorgeschrieben	2.0	2.0	2.0	1.0
erfolgserlebnis	1.0	7.0	0.0	0.0
wurbel	1.0	5.0	0.0	0.0
geschwürs	1.0	3.0	1.0	0.0
kellerassel	4.0	3.75	3.0	0.0
bwuoh	1.0	1.0	1.0	1.0
explodierst	1.0	2.0	1.0	0.0
lesebrille	1.0	5.0	1.0	0.0
an'er	4.0	6.0	0.0	0.0
owa	1.0	1.0	1.0	1.0
kabelrolle	1.0	3.0	1.0	0.0
begrenzung	1.0	10.0	0.0	0.0
stinkimaus	8.0	4.125	6.0	2.0
ausgerückt	1.0	7.0	0.0	0.0
eissalon	2.0	12.5	1.0	0.0
blubb	46.0	3.0652173913043477	34.0	25.0
saft	450.0	5.722222222222222	203.0	27.0
fahrzeugen	3.0	5.666666666666667	1.0	0.0
kussi	9.0	4.444444444444445	4.0	3.0
eieruhr	9.0	4.888888888888889	4.0	1.0
ausmessen	1.0	15.0	0.0	0.0
hochbettchen	1.0	7.0	0.0	0.0
ostfriesland	2.0	6.0	2.0	1.0
herzog	1.0	5.0	1.0	0.0
schmort	1.0	12.0	1.0	0.0
hochdreh'n	1.0	1.0	1.0	1.0
arbeitsanweiser	1.0	16.0	0.0	0.0
putti	20.0	6.4	3.0	1.0
scheel	1.0	3.0	1.0	0.0
lege	37.0	8.513513513513514	3.0	0.0
gearbeitet	41.0	9.097560975609756	22.0	0.0
purzelbaum	55.0	6.8	17.0	3.0
festkleben	22.0	8.136363636363637	12.0	1.0
angeschwommen	1.0	3.0	1.0	0.0
london	5.0	8.6	0.0	0.0
erreichen	17.0	13.294117647058824	5.0	0.0
staubsaugt	2.0	6.5	1.0	0.0
blautöne	1.0	12.0	0.0	0.0
verreib	1.0	10.0	0.0	0.0
zug_schiff	1.0	14.0	0.0	0.0
staubtuch	2.0	4.5	1.0	0.0
selber	735.0	7.763265306122449	145.0	4.0
zeitlang	12.0	11.333333333333334	1.0	0.0
bibeldibam	1.0	2.0	1.0	0.0
späss	1.0	2.0	1.0	0.0
gestänge	3.0	8.0	0.0	0.0
lieferwagen	2.0	8.5	0.0	0.0
uargh	1.0	4.0	1.0	0.0
plitsch	3.0	5.666666666666667	0.0	0.0
rabiates	1.0	5.0	1.0	0.0
abgefall'n	9.0	3.5555555555555554	9.0	1.0
insekten	11.0	12.272727272727273	3.0	0.0
meran	2.0	7.0	0.0	0.0
müden	4.0	7.5	1.0	0.0
ewigkeit	4.0	10.5	0.0	0.0
nordsee	30.0	9.1	13.0	1.0
fünfachtzig	1.0	3.0	0.0	0.0
wahren	2.0	10.0	1.0	0.0
nescafe	4.0	4.5	4.0	1.0
rumjammerst	2.0	11.0	1.0	0.0
strampeln	11.0	5.363636363636363	5.0	0.0
märz	43.0	9.813953488372093	17.0	0.0
katzenkörbchen	1.0	5.0	0.0	0.0
diekinder	1.0	8.0	0.0	0.0
eingesehen	1.0	25.0	0.0	0.0
niedriger	3.0	17.333333333333332	1.0	0.0
vollmachen	11.0	6.636363636363637	6.0	0.0
merze	1.0	6.0	0.0	0.0
knetedinger	1.0	14.0	0.0	0.0
reinmacht	3.0	14.0	2.0	0.0
germknödel	1.0	3.0	1.0	0.0
bayreuth	1.0	2.0	1.0	0.0
tritts	2.0	7.0	0.0	0.0
wär'	3.0	7.0	0.0	0.0
schmusedecke	4.0	6.5	3.0	0.0
sepp	4.0	7.5	1.0	0.0
geschwähr	1.0	12.0	0.0	0.0
schneemänner	14.0	7.357142857142857	3.0	1.0
steifftier	1.0	2.0	0.0	0.0
spanisches	3.0	5.333333333333333	0.0	0.0
draufstand	1.0	15.0	0.0	0.0
mordsverpackung	1.0	2.0	0.0	0.0
drinliegst	1.0	11.0	1.0	0.0
kapriolen	17.0	4.588235294117647	7.0	2.0
farbene	3.0	5.333333333333333	2.0	0.0
einzukaufen	6.0	6.333333333333333	6.0	0.0
aufgeräumt	84.0	7.214285714285714	48.0	0.0
knautkleeberg	1.0	3.0	1.0	0.0
babamm	1.0	2.0	1.0	0.0
jahresblatt	1.0	9.0	0.0	0.0
malte	15.0	4.6	6.0	0.0
apfelkitsche	1.0	8.0	0.0	0.0
geschmückt	6.0	6.833333333333333	4.0	0.0
seitenflosse	1.0	8.0	0.0	0.0
fabelhafter	1.0	5.0	0.0	0.0
glukgluck	1.0	1.0	1.0	1.0
butscher	1.0	2.0	1.0	0.0
ja_gott	4.0	7.0	0.0	0.0
weiterdrehn	1.0	1.0	1.0	1.0
jonathans	1.0	7.0	0.0	0.0
bewässerungsflugzeug	2.0	4.0	2.0	0.0
blattrand	2.0	15.5	0.0	0.0
arztkosten	2.0	1.0	2.0	2.0
ausgestorbenen	2.0	38.5	0.0	0.0
vielen_danke_anke	2.0	3.5	2.0	0.0
pipapipi	1.0	6.0	1.0	0.0
beitragen	1.0	8.0	0.0	0.0
wienstraße	2.0	4.5	1.0	0.0
herzenslust	4.0	6.25	2.0	0.0
gekonnten	2.0	22.0	0.0	0.0
hustenmittel	2.0	5.0	0.0	0.0
kinderparadies	1.0	4.0	1.0	0.0
tragisch	10.0	7.0	5.0	0.0
stur	2.0	8.0	1.0	0.0
hühü	3.0	1.0	3.0	3.0
papierverarbeitung	1.0	3.0	1.0	0.0
dschdschdsch	1.0	5.0	0.0	0.0
doktorfisch	1.0	6.0	0.0	0.0
stoiber	2.0	5.5	0.0	0.0
kieinen	2.0	7.5	0.0	0.0
paßenden	1.0	8.0	0.0	0.0
durchfahr'n	8.0	4.625	7.0	0.0
drüberhaben	1.0	8.0	1.0	0.0
tägliche	1.0	106.0	0.0	0.0
salzstängelchen	2.0	4.5	1.0	0.0
erbsensuppe	15.0	6.066666666666666	7.0	3.0
papierflugzeugen	1.0	14.0	0.0	0.0
handelsstadt	1.0	7.0	0.0	0.0
wals	1.0	15.0	0.0	0.0
spielschere	1.0	4.0	1.0	0.0
zartes	7.0	8.571428571428571	0.0	0.0
mischbrand	1.0	1.0	1.0	1.0
vollgesuggelt	1.0	8.0	0.0	0.0
reinwischen	1.0	36.0	0.0	0.0
mailand	10.0	7.6	4.0	1.0
lüftungsaktion	1.0	8.0	1.0	0.0
tender_lok	1.0	10.0	0.0	0.0
aktivität	1.0	2.0	0.0	0.0
dein'n	33.0	6.121212121212121	0.0	0.0
willa	2.0	4.5	1.0	0.0
beschlossen	11.0	11.363636363636363	2.0	0.0
sitzst	1.0	21.0	0.0	0.0
umstellprobe	1.0	5.0	1.0	0.0
weghauen	2.0	7.0	1.0	0.0
hudelt	1.0	3.0	0.0	0.0
künstlich	5.0	7.0	3.0	0.0
ga_ga	1.0	1.0	1.0	1.0
volltreffer	13.0	3.230769230769231	7.0	5.0
fabrizieren	1.0	13.0	0.0	0.0
lieblingsmaus	1.0	4.0	1.0	0.0
herbstgewichtes	1.0	11.0	1.0	0.0
rattenfänger	2.0	9.0	1.0	0.0
eindrucksvollste	1.0	6.0	0.0	0.0
liegeschla	1.0	6.0	0.0	0.0
schaufeln	37.0	7.405405405405405	18.0	2.0
roll	99.0	5.797979797979798	20.0	5.0
grießgram	1.0	7.0	0.0	0.0
rausrückst	1.0	36.0	0.0	0.0
kaspertheater	8.0	6.625	3.0	0.0
schachfreunde	1.0	2.0	1.0	0.0
streifen	138.0	7.536231884057971	69.0	7.0
rumtüdeln	2.0	8.5	0.0	0.0
kel	2.0	7.5	1.0	0.0
badezimmer	103.0	8.398058252427184	61.0	1.0
hopsen	18.0	10.38888888888889	9.0	2.0
rehe	15.0	7.666666666666667	5.0	1.0
ä	89.0	8.179775280898877	36.0	7.0
katharina_fettbacke	1.0	1.0	1.0	1.0
jux	1.0	5.0	0.0	0.0
unendlicher	1.0	7.0	0.0	0.0
schlechten_tag	1.0	3.0	0.0	0.0
spielstein	1.0	10.0	0.0	0.0
jumm	2.0	1.0	2.0	2.0
heuball	15.0	6.266666666666667	4.0	0.0
hingehört	45.0	7.644444444444445	38.0	0.0
jumpeidi	1.0	2.0	1.0	0.0
einlassen	2.0	16.0	1.0	1.0
gefräßiges	2.0	10.5	0.0	0.0
dreizehn	69.0	9.971014492753623	15.0	2.0
streuxx	1.0	2.0	1.0	0.0
miotbringen	1.0	5.0	1.0	0.0
schnöbbelchen	102.0	8.5	37.0	8.0
ranziehen	1.0	8.0	0.0	0.0
ponny	1.0	1.0	1.0	1.0
teufelskuchen	1.0	11.0	0.0	0.0
rausgeflossen	1.0	16.0	1.0	0.0
strawberry	1.0	1.0	1.0	1.0
rasier	3.0	6.0	1.0	0.0
fischernetz	4.0	9.0	1.0	0.0
fürz	1.0	1.0	1.0	1.0
mänchen	1.0	5.0	0.0	0.0
stillleben	1.0	7.0	1.0	0.0
sonnenbrillen	1.0	11.0	0.0	0.0
lokomotive_emma	1.0	5.0	0.0	0.0
gaga	6.0	2.3333333333333335	6.0	3.0
postzug	7.0	3.4285714285714284	6.0	0.0
besorgt	20.0	8.1	9.0	0.0
verdusselt	1.0	7.0	0.0	0.0
yenga_hochhaus	1.0	1.0	1.0	1.0
buw	1.0	1.0	1.0	1.0
stoßstangen	2.0	17.0	0.0	0.0
anziehe	3.0	10.0	1.0	0.0
wenns	6.0	12.5	0.0	0.0
fiel	31.0	9.03225806451613	0.0	0.0
eingezwickt	1.0	7.0	0.0	0.0
machste	233.0	4.776824034334764	23.0	0.0
wegessen	7.0	8.428571428571429	5.0	0.0
repariers	3.0	4.0	0.0	0.0
juppiejupp	2.0	1.0	2.0	2.0
versehen	59.0	11.372881355932204	12.0	0.0
einzelteil	2.0	7.0	2.0	0.0
holzplanken	2.0	8.0	0.0	0.0
wegpicken	2.0	11.5	2.0	0.0
instabiler	1.0	7.0	0.0	0.0
gepäckxx	1.0	4.0	0.0	0.0
leutselig	1.0	8.0	0.0	0.0
xxbilder	1.0	5.0	0.0	0.0
fönen	11.0	4.454545454545454	8.0	2.0
herr_osterhase	1.0	4.0	1.0	0.0
fünf	1551.0	7.172791747259832	456.0	114.0
grundkurs	1.0	8.0	0.0	0.0
lebhaft	2.0	7.5	0.0	0.0
leuchtturmschiff	2.0	5.5	0.0	0.0
hohensolms	2.0	6.5	2.0	0.0
fischart	1.0	7.0	1.0	0.0
compressor	1.0	1.0	1.0	1.0
begehbare	1.0	12.0	0.0	0.0
landwirtschaftliches	1.0	3.0	0.0	0.0
drehstes	1.0	3.0	0.0	0.0
ordnungszahlen	1.0	5.0	0.0	0.0
feuerwehr_lokomotive	3.0	9.0	2.0	0.0
könnn	25.0	7.56	3.0	0.0
wicklen	1.0	7.0	1.0	0.0
abgeschrägt	1.0	12.0	1.0	0.0
tüt	106.0	3.6037735849056602	52.0	21.0
genüge	1.0	22.0	0.0	0.0
wilder	23.0	6.565217391304348	2.0	0.0
schüppe	7.0	2.7142857142857144	5.0	3.0
frauengesicht	1.0	22.0	0.0	0.0
hefezopf	2.0	8.5	0.0	0.0
vierhundertzwanzig	2.0	4.5	1.0	0.0
zerknatschen	1.0	3.0	1.0	0.0
werktag	2.0	11.5	1.0	0.0
abhole	1.0	10.0	1.0	0.0
reiben	15.0	7.2	7.0	0.0
autofahren	1.0	10.0	1.0	0.0
bisschen	4904.0	8.692088091353996	434.0	22.0
grille	1.0	1.0	1.0	1.0
beruhigtes	1.0	18.0	0.0	0.0
verschloßene	1.0	7.0	0.0	0.0
pis	4.0	3.5	1.0	1.0
flüsters	1.0	4.0	0.0	0.0
nupsis	36.0	8.88888888888889	8.0	0.0
katzenteil	1.0	6.0	1.0	0.0
tonart	2.0	6.0	2.0	0.0
zuzuschauen	2.0	8.0	1.0	0.0
chinchillas	1.0	4.0	0.0	0.0
brauchs	107.0	5.906542056074766	0.0	0.0
ritterbuch	1.0	2.0	1.0	0.0
selbstschutz	1.0	18.0	0.0	0.0
bloing	2.0	2.5	2.0	1.0
kinderreich	2.0	8.0	1.0	0.0
geschenkbuch	1.0	5.0	1.0	0.0
drehen	398.0	5.761306532663316	236.0	47.0
jeglicher	1.0	9.0	0.0	0.0
kerndl	2.0	4.0	1.0	0.0
universitäten	1.0	6.0	0.0	0.0
honigtöpfe	2.0	14.5	0.0	0.0
dosenfisch	8.0	4.375	6.0	1.0
rumfuchtelst	2.0	12.0	1.0	0.0
reinfall	3.0	4.666666666666667	3.0	0.0
gesundheitlich	1.0	11.0	0.0	0.0
papst	1.0	4.0	1.0	0.0
buckels	1.0	3.0	0.0	0.0
christros	1.0	2.0	1.0	0.0
einpack	1.0	5.0	1.0	0.0
kariert	8.0	7.0	2.0	0.0
gehörten	6.0	9.166666666666666	1.0	0.0
nasenflügel	1.0	26.0	0.0	0.0
sagtes	2.0	3.5	0.0	0.0
menjoubärtchen	1.0	6.0	1.0	0.0
mein	2955.0	7.468697123519458	129.0	33.0
hamster	69.0	5.942028985507246	39.0	4.0
briseur	1.0	1.0	1.0	1.0
säul	2.0	12.0	1.0	0.0
gegenargumente	1.0	8.0	0.0	0.0
wegzieh	7.0	6.857142857142857	4.0	1.0
lipen	3.0	1.6666666666666667	3.0	2.0
kw	1.0	12.0	1.0	0.0
toilettenpapierrollen	1.0	9.0	0.0	0.0
tärengtengteng	6.0	34.0	0.0	0.0
dings	117.0	8.982905982905983	22.0	2.0
umgestürzte	2.0	8.5	0.0	0.0
gewagter	1.0	15.0	0.0	0.0
aussenrum	1.0	7.0	0.0	0.0
aufhebst	1.0	12.0	0.0	0.0
kitzi_holzkirchen	2.0	8.0	1.0	0.0
verkrotzel	1.0	5.0	0.0	0.0
passieren	109.0	8.275229357798166	64.0	0.0
decken	81.0	9.17283950617284	30.0	0.0
durchfahrn	2.0	27.0	0.0	0.0
hauptes	1.0	14.0	0.0	0.0
konkreten	1.0	10.0	0.0	0.0
parkenden	2.0	12.5	0.0	0.0
verblüht	1.0	12.0	1.0	0.0
verkehrsrowdy	2.0	1.0	2.0	2.0
heizungsbank	1.0	18.0	0.0	0.0
großonkel	1.0	18.0	0.0	0.0
dinsosaurier	1.0	14.0	1.0	0.0
farmer	2.0	7.5	0.0	0.0
zurüktreten	1.0	1.0	1.0	1.0
allertollste	3.0	9.666666666666666	1.0	0.0
startet	25.0	4.72	8.0	0.0
lackschuh	5.0	7.6	0.0	0.0
kaputtt	1.0	5.0	1.0	0.0
beethoven_straße	1.0	13.0	0.0	0.0
miller	4.0	4.0	3.0	1.0
spazierengeh	4.0	8.0	2.0	0.0
papiermaschine	1.0	13.0	0.0	0.0
längerer	4.0	9.75	0.0	0.0
käseladen	4.0	5.25	2.0	0.0
gäste	45.0	9.2	15.0	0.0
planst	16.0	12.3125	2.0	0.0
runtergeputzt	1.0	22.0	1.0	0.0
flecht	1.0	10.0	0.0	0.0
fünfkampf	2.0	2.5	1.0	1.0
weggexx	1.0	5.0	0.0	0.0
wahnsinns_apfelhunger	1.0	9.0	0.0	0.0
taü	2.0	5.0	0.0	0.0
schöneren	4.0	9.5	0.0	0.0
de'sch	1.0	6.0	0.0	0.0
ballkleid	1.0	11.0	0.0	0.0
angenervt	2.0	7.0	0.0	0.0
blätterhaufen	1.0	8.0	0.0	0.0
sauer	268.0	7.4664179104477615	130.0	7.0
kosmetikcreme	1.0	14.0	0.0	0.0
apfelstrudel	5.0	6.2	1.0	1.0
geheimstation	1.0	3.0	1.0	0.0
druckt	4.0	7.25	1.0	1.0
zustände	6.0	10.666666666666666	2.0	0.0
bull_fisch	1.0	11.0	0.0	0.0
wegmalen	1.0	3.0	1.0	0.0
brie	6.0	4.333333333333333	5.0	2.0
schlittentür	1.0	4.0	0.0	0.0
zugurlaub	1.0	3.0	0.0	0.0
leonie	9.0	5.222222222222222	5.0	0.0
alkohol	17.0	6.9411764705882355	6.0	2.0
anhören	10.0	13.7	3.0	0.0
grülps	1.0	2.0	1.0	0.0
gemeinsamkeiten	1.0	27.0	1.0	0.0
zusammengeht	1.0	6.0	1.0	0.0
mane	3.0	2.3333333333333335	3.0	1.0
bahngleisen	4.0	11.75	0.0	0.0
drüberspringen	9.0	7.0	6.0	0.0
räderteil	1.0	8.0	0.0	0.0
erwachsenenpfanne	1.0	19.0	0.0	0.0
raustreib	1.0	12.0	1.0	0.0
wünschst	71.0	8.661971830985916	7.0	0.0
rumspuckst	1.0	10.0	0.0	0.0
verschlingen	1.0	10.0	0.0	0.0
zauberkunststück	1.0	7.0	1.0	0.0
rumps	2.0	2.0	1.0	1.0
huoft	1.0	10.0	0.0	0.0
papen	1.0	1.0	1.0	1.0
vorzeitig	2.0	12.0	0.0	0.0
durchrutscht	2.0	11.0	2.0	0.0
par	2.0	1.5	2.0	1.0
hoki	1.0	1.0	1.0	1.0
gerinnt	1.0	5.0	0.0	0.0
pablo	1.0	5.0	1.0	0.0
turmstraße	8.0	7.5	2.0	0.0
xxelf	1.0	3.0	1.0	0.0
nieselfratz	1.0	7.0	0.0	0.0
grüße	19.0	9.736842105263158	0.0	0.0
kinderzimmerlappen	1.0	11.0	1.0	0.0
twart	1.0	1.0	1.0	1.0
komms	108.0	6.333333333333333	1.0	0.0
schrittest	1.0	3.0	0.0	0.0
franzi	1.0	6.0	0.0	0.0
strapaze	1.0	7.0	0.0	0.0
frauenkörper	1.0	10.0	0.0	0.0
laschter	1.0	6.0	0.0	0.0
hunden	17.0	8.705882352941176	8.0	0.0
blickte	1.0	20.0	0.0	0.0
mittags_japser	1.0	7.0	0.0	0.0
überraschungspost	2.0	6.5	0.0	0.0
primel	2.0	7.0	1.0	0.0
ungeduldig	19.0	6.842105263157895	13.0	0.0
lələ	1.0	7.0	1.0	0.0
bobfahrerdorf	1.0	3.0	1.0	0.0
übertünchst	11.0	11.0	1.0	0.0
kokett	1.0	5.0	0.0	0.0
beschmeißt	1.0	6.0	0.0	0.0
donnerstag	87.0	8.597701149425287	21.0	0.0
nucki	6.0	2.5	4.0	3.0
bergfinken	1.0	11.0	0.0	0.0
bestehend	1.0	14.0	0.0	0.0
holzgleise	3.0	13.666666666666666	1.0	0.0
drunterlege	3.0	6.0	0.0	0.0
träums	1.0	2.0	0.0	0.0
tupp	2.0	7.5	0.0	0.0
bummelzug	2.0	7.0	1.0	0.0
wuppenpagen	1.0	1.0	1.0	1.0
sankt_nikolaus	1.0	4.0	1.0	0.0
kapuzineraffe	2.0	7.0	2.0	0.0
flussbrücke	13.0	7.615384615384615	6.0	0.0
fluglotse	4.0	6.5	2.0	0.0
pferde	267.0	6.677902621722846	116.0	18.0
kaltblüter	3.0	10.666666666666666	1.0	0.0
celinam	1.0	6.0	0.0	0.0
keim	1.0	9.0	1.0	0.0
legende	7.0	8.714285714285714	2.0	0.0
genügen	2.0	6.0	1.0	0.0
ausziehe	4.0	6.0	1.0	0.0
hinxx	1.0	6.0	1.0	0.0
eistüle	3.0	5.0	2.0	1.0
eichkätzche	1.0	2.0	1.0	0.0
